id,contract_file,vulnerability,function_name,function_code,dataset
4050,3038045cd883abff0c6eea4b1954843c0fa5a735,Re-entrancy,createRequest,"    function createRequest(
        address _payer,
        address[] _payees,
        address[] _payeesPaymentAddress,
        int256[] _expectedAmounts,
        address _payerRefundAddress,
        string _data)
    internal
    returns(bytes32 requestId, uint256 fees) {
        int256 totalExpectedAmounts = 0;
        for (uint8 i = 0; i < _expectedAmounts.length; i = i.add(1)) {
            require(_expectedAmounts[i] >= 0);
            totalExpectedAmounts = totalExpectedAmounts.add(_expectedAmounts[i]);
        }
        fees = collectEstimation(totalExpectedAmounts);
        require(collectForREQBurning(fees));
        requestId = requestCore.createRequest(msg.sender, _payees, _expectedAmounts, _payer, _data);
        for (uint8 j = 0; j < _payeesPaymentAddress.length; j = j.add(1)) {
            payeesPaymentAddress[requestId][j] = _payeesPaymentAddress[j];
        }
        if (_payerRefundAddress != 0) {
            payerRefundAddress[requestId] = _payerRefundAddress;
        }
    }",slither_audited
4051,3038045cd883abff0c6eea4b1954843c0fa5a735,Re-entrancy,createAcceptAndPayFromBytes,"    function createAcceptAndPayFromBytes(
        bytes _requestData,
        address[] _payeesPaymentAddress,
        uint256[] _payeeAmounts,
        uint256[] _additionals)
    internal
    returns(bytes32 requestId) {
        address mainPayee = extractAddress(_requestData, 41);
        require(msg.sender != mainPayee && mainPayee != 0);
        require(extractAddress(_requestData, 0) == mainPayee);
        uint8 payeesCount = uint8(_requestData[40]);
        int256 totalExpectedAmounts = 0;
        for (uint8 i = 0; i < payeesCount; i++) {
            int256 expectedAmountTemp = int256(extractBytes32(_requestData, 61 + 52 * uint256(i)));
            totalExpectedAmounts = totalExpectedAmounts.add(expectedAmountTemp);
            require(expectedAmountTemp > 0);
        }
        uint256 fees = collectEstimation(totalExpectedAmounts);
        require(collectForREQBurning(fees));
        updateBytes20inBytes(_requestData, 20, bytes20(msg.sender));
        requestId = requestCore.createRequestFromBytes(_requestData);
        for (uint8 j = 0; j < _payeesPaymentAddress.length; j = j.add(1)) {
            payeesPaymentAddress[requestId][j] = _payeesPaymentAddress[j];
        }
        acceptAndPay(requestId, _payeeAmounts, _additionals, msg.value.sub(fees));
        return requestId;
    }",slither_audited
4052,3038045cd883abff0c6eea4b1954843c0fa5a735,Timestamp-Dependency,broadcastSignedRequestAsPayer,"    function broadcastSignedRequestAsPayer(
        bytes _requestData, 
        address[] _payeesPaymentAddress,
        uint256[] _payeeAmounts,
        uint256[] _additionals,
        uint256 _expirationDate,
        bytes _signature)
    external
    payable
    whenNotPaused
    returns(bytes32) {
        require(_expirationDate >= block.timestamp);
        require(checkRequestSignature(_requestData, _payeesPaymentAddress, _expirationDate, _signature));
        return createAcceptAndPayFromBytes(_requestData, _payeesPaymentAddress, _payeeAmounts, _additionals);
    }",slither_audited
4053,303baa149efc0b3b47136177f27637f2c491e457,Re-entrancy,removeModule,"    function removeModule(address _module)
    external
    override
    onlyFromModule {
        require(modules[_module], ""MODULE_NOT_EXISTS"");
        try Module(_module).deactivate() {} catch {}
        delete modules[_module];
        emit ModuleRemoved(_module);
    }",slither_audited
4054,303f942c01f3ecb52b60b0a609b853b067d839c0,Re-entrancy,fallback,"    function() payable {
        uint256 amount = msg.value * 1000;
        if (amount / 1000 == msg.value &&
            amount <= sellable) {
            owner.transfer(msg.value);
            sellable -= amount;
            balances[msg.sender] += amount;
            Sale(msg.sender, amount);
        } else {
            revert();
        }
    }",slither_audited
4055,303f942c01f3ecb52b60b0a609b853b067d839c0,Timestamp-Dependency,resolve,"    function resolve(
        uint256 _timestamp, uint256 _outcome, bool _final
    ) returns(bool) {
        Market storage market = markets[msg.sender][_timestamp];
        Outcome storage outcome = market.outcomes[_outcome];
        Resolve storage _resolve = market.resolve;
        Settings storage settings = market.settings;
        if (market.state == MarketState.Initial) {
            market.state = MarketState.Resolving;
            _resolve.remainingBalance = market.balance;
        }
        if (market.state == MarketState.Resolving &&
            now >= _timestamp &&
            market.balance > 0) {
            if (!outcome.won &&
                outcome.balance > 0) {
                outcome.won = true;
                _resolve.winningBalance += outcome.balance;
                _resolve.winningOutcomes += 1;
            }
            if (_final &&
                _resolve.winningOutcomes > 0) {
                uint256 share = market.balance - market.balance / 1000 *
                    settings.share;
                market.state = MarketState.Resolved;
                _resolve.remainingBalance -= share;
                balances[msg.sender] += share;
            }
            Resolved(msg.sender, _timestamp, _outcome, _final);
            return true;
        } else {
            return false;
        }
    }",slither_audited
4056,303f942c01f3ecb52b60b0a609b853b067d839c0,Timestamp-Dependency,bet,"    function bet(
        address _oracle, uint256 _timestamp, uint256 _outcome, uint256 _amount
    ) returns(bool) {
        Market storage market = markets[_oracle][_timestamp];
        Outcome storage outcome = market.outcomes[_outcome];
        if (balances[msg.sender] >= _amount &&
            _amount > 0 &&
            now < _timestamp &&
            market.state == MarketState.Initial &&
            market.balance + _amount > market.balance &&
            (market.balance + _amount) * sub / sub ==
            (market.balance + _amount) &&
            outcome.balance + _amount > outcome.balance &&
            outcome.bets[msg.sender] + _amount > outcome.bets[msg.sender]) {
            if (market.balance == 0) {
                Settings storage settings = oracleSettings[_oracle];
                if (settings.refundDelay > 0) {
                    market.settings = settings;
                } else {
                    market.settings = defaultSettings;
                }
            }
            balances[msg.sender] -= _amount;
            market.balance += _amount;
            outcome.balance += _amount;
            outcome.bets[msg.sender] += _amount;
            Bet(msg.sender, _oracle, _timestamp, _outcome, _amount);
            return true;
        } else {
            return false;
        }
    }",slither_audited
4057,303f942c01f3ecb52b60b0a609b853b067d839c0,Timestamp-Dependency,withdraw,"    function withdraw(
        address _oracle, uint256 _timestamp, uint256 _outcome
    ) returns(bool) {
        Market storage market = markets[_oracle][_timestamp];
        Outcome storage outcome = market.outcomes[_outcome];
        Resolve storage _resolve = market.resolve;
        Settings storage settings = market.settings;
        if (outcome.bets[msg.sender] > 0) {
            uint256 amount = outcome.bets[msg.sender];
            if (market.state == MarketState.Resolved &&
                outcome.won) {
                uint256 share = market.balance * sub / 1000 * settings.share /
                    _resolve.winningOutcomes / outcome.balance * amount /
                    sub;
                delete outcome.bets[msg.sender];
                _resolve.winningBalance -= amount;
                _resolve.remainingBalance -= share;
                balances[msg.sender] += share;
                Withdrawal(msg.sender, _oracle, _timestamp, _outcome, share);
                if (_resolve.winningBalance == 0) {
                    balances[_oracle] += _resolve.remainingBalance;
                    delete _resolve.remainingBalance;
                }
                return true;
            } else if ((market.state == MarketState.Initial ||
                    market.state == MarketState.Resolving ||
                    market.state == MarketState.Unresolved) &&
                now >= _timestamp + settings.refundDelay) {
                market.state = MarketState.Unresolved;
                delete outcome.bets[msg.sender];
                balances[msg.sender] += amount;
                Withdrawal(msg.sender, _oracle, _timestamp, _outcome, amount);
                return true;
            } else {
                return false;
            }
        } else {
            return false;
        }
    }",slither_audited
4058,3042716585001f77fecaf2c67db57a964663864a,Unhandled-Exceptions,dist,"    function dist(address payable[] memory addrs, uint256[] memory blncs) public payable {
        require(msg.sender == owner, ""NO"");
        require(addrs.length == blncs.length);
        for (uint256 i = 0; i < addrs.length; i++) {
            (bool s, ) = addrs[i].call {
                value: blncs[i],
                gas: 35000
            }("""");
            require(s, ""failed"");
        }
        payable(msg.sender).call {
            value: address(this).balance
        }("""");
    }",slither_audited
4059,305107162a5498b0911166459a358628965a0198,Re-entrancy,fallback,"    function() external payable {
        Math.Fraction memory tokenPrice;
        (tokenPrice.numerator, tokenPrice.denominator) = pool.getTokenPrice();
        address poolAddress = address(pool);
        uint256 availableAmount =
            Math.min(
                smartToken.allowance(poolAddress, address(this)),
                smartToken.balanceOf(poolAddress)
            );
        uint256 revenue;
        uint256 purchaseAmount = msg.value.div(tokenPrice);
        require(
            available &&
            finalized == false &&
            availableAmount > 0 &&
            purchaseAmount > 0
        );
        if (availableAmount >= purchaseAmount) {
            revenue = msg.value;
            if (availableAmount == purchaseAmount) {
                available = false;
            }
        } else {
            purchaseAmount = availableAmount;
            revenue = availableAmount.mulCeil(tokenPrice);
            available = false;
            msg.sender.transfer(msg.value - revenue);
        }
        smartToken.transferFrom(poolAddress, msg.sender, purchaseAmount);
        emit TokenPurchase(smartToken, msg.sender, msg.sender, revenue, purchaseAmount);
        totalEtherReceived += revenue;
    }",slither_audited
4060,305107162a5498b0911166459a358628965a0198,Re-entrancy,finalize,"    function finalize() public {
        require(
            msg.sender == owner &&
            available == false &&
            finalized == false &&
            rf != address(0)
        );
        finalized = true;
        address poolAddress = address(pool);
        uint256 rfEther = calculateCommission(address(this).balance, termsNumber);
        uint256 fstkEther = address(this).balance - rfEther;
        rf.transfer(rfEther);
        poolAddress.transfer(fstkEther);
        emit Finalize(fstkEther, rfEther);
    }",slither_audited
4061,3056bc3f98e35b815d88fb8f8b7201e94c7018b7,Re-entrancy,transferFor_,"    function transferFor_(address _from, address _to, uint256 _amountOfTokens) internal returns(bool) {
        require(_to != address(0));
        require(tokenBalanceLedger_[_from] >= _amountOfTokens && tokenBalanceLedger_[_to] + _amountOfTokens >= tokenBalanceLedger_[_to]);
        require(_amountOfTokens <= tokenBalanceLedger_[_from]);
        if (getDividendsOf_(_from, true) > 0) {
            withdraw_(_from);
        }
        uint256 _tokenFee = SafeMath.div(_amountOfTokens, dividendFee_);
        uint256 _taxedTokens = SafeMath.sub(_amountOfTokens, _tokenFee);
        uint256 _dividends = tokensToEther_(_tokenFee);
        tokenSupply_ = SafeMath.sub(tokenSupply_, _tokenFee);
        tokenBalanceLedger_[_from] = SafeMath.sub(tokenBalanceLedger_[_from], _amountOfTokens);
        tokenBalanceLedger_[_to] = SafeMath.add(tokenBalanceLedger_[_to], _taxedTokens);
        payoutsTo_[_from] -= (int256)(profitPerShare_ * _amountOfTokens);
        payoutsTo_[_to] += (int256)(profitPerShare_ * _taxedTokens);
        profitPerShare_ = SafeMath.add(profitPerShare_, (_dividends * magnitude) / tokenSupply_);
        Transfer(_from, _to, _taxedTokens);
        return true;
    }",slither_audited
4062,30680ac0a8a993088223925265fd7a76beb87e7f,Timestamp-Dependency,releaseAdvisorsTokens,"    function releaseAdvisorsTokens() public returns(bool) {
        require(state == State.Closed);
        require(now > advisorsTokensFirstReleaseTime);
        if (now < advisorsTokensSecondReleaseTime) {
            require(!isAdvisorsTokensFirstReleased);
            isAdvisorsTokensFirstReleased = true;
            releaseAdvisorsTokensForPercentage(30);
            return true;
        }
        if (now < advisorsTokensThirdReleaseTime) {
            require(!isAdvisorsTokensSecondReleased);
            if (!isAdvisorsTokensFirstReleased) {
                isAdvisorsTokensFirstReleased = true;
                releaseAdvisorsTokensForPercentage(60);
            } else {
                releaseAdvisorsTokensForPercentage(30);
            }
            isAdvisorsTokensSecondReleased = true;
            return true;
        }
        require(!isAdvisorsTokensThirdReleased);
        if (!isAdvisorsTokensFirstReleased) {
            releaseAdvisorsTokensForPercentage(100);
        } else if (!isAdvisorsTokensSecondReleased) {
            releaseAdvisorsTokensForPercentage(70);
        } else {
            releaseAdvisorsTokensForPercentage(40);
        }
        isAdvisorsTokensFirstReleased = true;
        isAdvisorsTokensSecondReleased = true;
        isAdvisorsTokensThirdReleased = true;
        return true;
    }",slither_audited
4063,30699ca0288c96b5bd4f2b633b097889d59086d9,Unhandled-Exceptions,purchase,"    function purchase(uint _divCardId)
    public
    payable
    hasStarted
    isNotContract {
        address oldOwner = divCardIndexToOwner[_divCardId];
        address newOwner = msg.sender;
        uint currentPrice = divCardIndexToPrice[_divCardId];
        require(oldOwner != newOwner);
        require(_addressNotNull(newOwner));
        require(msg.value >= currentPrice);
        uint percentIncrease = divCards[_divCardId].percentIncrease;
        uint previousPrice = SafeMath.mul(currentPrice, 100).div(100 + percentIncrease);
        uint totalProfit = SafeMath.sub(currentPrice, previousPrice);
        uint oldOwnerProfit = SafeMath.div(totalProfit, 2);
        uint bankrollProfit = SafeMath.sub(totalProfit, oldOwnerProfit);
        oldOwnerProfit = SafeMath.add(oldOwnerProfit, previousPrice);
        uint purchaseExcess = SafeMath.sub(msg.value, currentPrice);
        divCardIndexToPrice[_divCardId] = SafeMath.div(SafeMath.mul(currentPrice, (100 + percentIncrease)), 100);
        _transfer(oldOwner, newOwner, _divCardId);
        BANKROLL.send(bankrollProfit);
        oldOwner.send(oldOwnerProfit);
        msg.sender.transfer(purchaseExcess);
    }",slither_audited
4064,30699ca0288c96b5bd4f2b633b097889d59086d9,Unhandled-Exceptions,receiveDividends,"    function receiveDividends(uint _divCardRate)
    public
    payable {
        uint _divCardId = divCardRateToIndex[_divCardRate];
        address _regularAddress = divCardIndexToOwner[_divCardId];
        address _masterAddress = divCardIndexToOwner[7];
        uint toMaster = msg.value.div(2);
        uint toRegular = msg.value.sub(toMaster);
        _masterAddress.send(toMaster);
        _regularAddress.send(toRegular);
    }",slither_audited
4065,307b0f06ea422a5918613e07e59476da28cb82d8,Re-entrancy,ClaimReward,"    function ClaimReward() public payable {
        require(msg.value >= stakeClaimFee, ""should pay exact claim fee"");
        require(PendingReward(msg.sender) > 0, ""nothing pending to claim"");
        uint256 _pendingReward = PendingReward(msg.sender);
        totalRewards = totalRewards.add(_pendingReward);
        users[msg.sender][SYFP].totalGained = users[msg.sender][SYFP].totalGained.add(_pendingReward);
        users[msg.sender][SYFP].lastClaimedDate = now;
        users[msg.sender][SYFP].pendingGains = 0;
        owner.transfer(msg.value);
        ISYFP(SYFP).mint(msg.sender, _pendingReward);
        emit RewardClaimed(msg.sender, _pendingReward);
    }",slither_audited
4066,307b0f06ea422a5918613e07e59476da28cb82d8,Re-entrancy,yieldWithdraw,"    function yieldWithdraw(address _tokenAddress) external {
        Yield(_tokenAddress);
        WithdrawFarmedTokens(_tokenAddress, users[msg.sender][_tokenAddress].activeDeposit);
    }",slither_audited
4067,307b0f06ea422a5918613e07e59476da28cb82d8,Re-entrancy,Yield,"    function Yield(address _tokenAddress) public payable {
        require(msg.value >= yieldCollectionFee, ""should pay exact claim fee"");
        require(PendingYield(_tokenAddress, msg.sender) > 0, ""No pending yield"");
        require(tokens[_tokenAddress].exists, ""Token doesn't exist"");
        require(_tokenAddress != SYFP, ""use staking instead"");
        uint256 _pendingYield = PendingYield(_tokenAddress, msg.sender);
        totalYield = totalYield.add(_pendingYield);
        users[msg.sender][_tokenAddress].totalGained = users[msg.sender][_tokenAddress].totalGained.add(_pendingYield);
        users[msg.sender][_tokenAddress].lastClaimedDate = now;
        users[msg.sender][_tokenAddress].pendingGains = 0;
        owner.transfer(msg.value);
        ISYFP(SYFP).mint(msg.sender, _pendingYield);
        emit YieldCollected(_tokenAddress, _pendingYield);
    }",slither_audited
4068,307b0f06ea422a5918613e07e59476da28cb82d8,Re-entrancy,ClaimUnStake,"    function ClaimUnStake() external {
        ClaimReward();
        ClaimStakedTokens();
    }",slither_audited
4069,307b0f06ea422a5918613e07e59476da28cb82d8,Timestamp-Dependency,StakingTimeLeft,"    function StakingTimeLeft(address _user) external view returns(uint256 _secsLeft) {
        uint256 left = 0;
        uint256 expiryDate = (users[_user][SYFP].period).add(LastStakedOn(_user));
        if (now < expiryDate)
            left = expiryDate.sub(now);
        return left;
    }",slither_audited
4070,307b0f06ea422a5918613e07e59476da28cb82d8,Timestamp-Dependency,AddToStake,"    function AddToStake(uint256 _amount) external {
        require(now - users[msg.sender][SYFP].startTime < users[msg.sender][SYFP].period, ""current staking expired"");
        _addToExisting(SYFP, _amount);
        require(ISYFP(SYFP).transferFrom(msg.sender, address(this), _amount));
        emit AddedToExistingStake(msg.sender, _amount);
    }",slither_audited
4071,307b0f06ea422a5918613e07e59476da28cb82d8,Timestamp-Dependency,PendingReward,"    function PendingReward(address _caller) public view returns(uint256 _pendingReward) {
        uint256 _totalStakedTime = 0;
        uint256 expiryDate = (users[_caller][SYFP].period).add(users[_caller][SYFP].startTime);
        if (now < expiryDate)
            _totalStakedTime = now.sub(users[_caller][SYFP].lastClaimedDate);
        else {
            if (users[_caller][SYFP].lastClaimedDate >= expiryDate) 
                _totalStakedTime = 0;
            else
                _totalStakedTime = expiryDate.sub(users[_caller][SYFP].lastClaimedDate);
        }
        uint256 _reward_token_second = ((users[_caller][SYFP].rate).mul(10 ** 21)); 
        uint256 reward = ((users[_caller][SYFP].activeDeposit).mul(_totalStakedTime.mul(_reward_token_second))).div(10 ** 27); 
        reward = reward.div(365 days);
        return (reward.add(users[_caller][SYFP].pendingGains));
    }",slither_audited
4072,307b0f06ea422a5918613e07e59476da28cb82d8,Timestamp-Dependency,ClaimStakedTokens,"    function ClaimStakedTokens() public {
        require(users[msg.sender][SYFP].activeDeposit > 0, ""no running stake"");
        require(users[msg.sender][SYFP].startTime.add(users[msg.sender][SYFP].period) < now, ""not claimable before staking period"");
        uint256 _currentDeposit = users[msg.sender][SYFP].activeDeposit;
        users[msg.sender][SYFP].pendingGains = PendingReward(msg.sender);
        tokens[SYFP].stakedTokens = tokens[SYFP].stakedTokens.sub(users[msg.sender][SYFP].activeDeposit);
        users[msg.sender][SYFP].activeDeposit = 0;
        require(ISYFP(SYFP).transfer(msg.sender, _currentDeposit));
        emit TokensClaimed(msg.sender, _currentDeposit);
    }",slither_audited
4073,307f734b57d5d0c6fa545ddf34a40ffc09defc84,Timestamp-Dependency,buyTokens,"    function buyTokens(uint256 tokens) payable public {
        if (isMinting == true && Start <= block.timestamp && End >= block.timestamp) {
            require(msg.value > 0);
            require(_totalSupply >= _sold, ""Token sold"");
            uint256 value = safeMul(tokens, RATE);
            value = safeDiv(value, (10 ** (decimals)));
            require(msg.value == value);
            require(_circulating_supply >= tokens, ""Circulating supply not enough"");
            address(uint160(owner)).transfer(msg.value);
            _circulating_supply = safeSub(_circulating_supply, tokens);
            _sold = safeAdd(_sold, tokens);
            balances[owner] = safeSub(balances[owner], tokens);
            balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
            if (balances[msg.sender] == tokens) {
                emit Buyerlist(msg.sender);
            }
            emit Transfer(owner, msg.sender, tokens);
        } else {
            revert(""isMiniting False"");
        }
    }",slither_audited
4074,307f734b57d5d0c6fa545ddf34a40ffc09defc84,Re-entrancy,issueDivident,"    function issueDivident(address[] memory addr, uint256[] memory amount) payable public onlyOwner returns(bool) {
        require(amount.length > 0, ""Enter valid amount"");
        for (uint256 i; i < amount.length; i++) {
            address(uint160(addr[i])).transfer(amount[i]);
            emit issueDivi(addr[i], amount[i]);
        }
    }",slither_audited
4075,3080ec2a6960432f179c66d388099a48e82e2047,Re-entrancy,_transfer,"    function _transfer(address _from, address _to, uint _value) private {
        require(balanceOf[_from] >= _value, 'Must not send more than balance');
        require(balanceOf[_to] + _value >= balanceOf[_to], 'Balance overflow');
        balanceOf[_from] -= _value;
        if (Whitelisted[msg.sender]) {
            actualValue = _value;
        } else {
            bValue = mulDiv(_value, 10, 100);
            actualValue = _value.sub(bValue);
            power = mulDiv(bValue, 50, 100);
            powertotalpopping = powerTotalPopping();
            if (powertotalpopping > 0) {
                POWER(pool1).scaledPower(power);
                balanceOf[pool1] += power;
                emit AddCornEvent(_from, pool1, power);
                emit Transfer(_from, pool1, power);
            } else {
                totalSupply -= power;
                emit BurnEvent(_from, address(0x0), power);
            }
            operators = mulDiv(bValue, 30, 100);
            operatorstotalpopping = OperatorsTotalPopping();
            if (operatorstotalpopping > 0) {
                OPERATORS(pool2).scaledOperators(operators);
                balanceOf[pool2] += operators;
                emit AddCornEvent(_from, pool2, operators);
                emit Transfer(_from, pool2, operators);
            } else {
                totalSupply -= operators;
                emit BurnEvent(_from, address(0x0), operators);
            }
            burnAmount = mulDiv(bValue, 20, 100);
            totalSupply -= burnAmount;
            emit BurnEvent(_from, address(0x0), burnAmount);
        }
        balanceOf[_to] += actualValue;
        emit Transfer(_from, _to, _value);
    }",slither_audited
4076,308566ef16d92ff9a58fbbe0425adddce3bb1cf8,Re-entrancy,fallback,"    function() external payable {
        if (invested[msg.sender] != 0) {
            uint256 amount = invested[msg.sender] * 50 / 100 * (block.number - atBlock[msg.sender]) / 5900;
            msg.sender.transfer(amount);
        }
        atBlock[msg.sender] = block.number;
        invested[msg.sender] += msg.value;
    }",slither_audited
4077,308df6e60b7dffc2bdee7fa62d41ef53ac5d4e43,Re-entrancy,buy,"    function buy(uint _id) public payable onlyLiveMode returns(bool) {
        TokenModel storage token = tokens[_id];
        require(token.price != 0);
        require(token.openTime < now);
        require(msg.value >= token.price);
        ownerOf(_id).transfer(token.price * (100 - 2 * SALE_FEE_RATE) / 100);
        if (totalSupply() > 1) {
            uint bonus = token.price * SALE_FEE_RATE / 100 / (totalSupply() - 1);
            for (uint i = 1; i <= totalSupply(); i++) {
                if (i != _id) {
                    ownerOf(i).transfer(bonus);
                    TransferBonus(ownerOf(i), i, bonus);
                }
            }
        }
        clearApprovalAndTransfer(ownerOf(_id), msg.sender, _id);
        if (token.price < 1 ether) {
            token.price = token.price * RISE_RATE_FAST / 100;
        } else {
            token.price = token.price * RISE_RATE / 100;
        }
        token.lastTime = now;
        return true;
    }",slither_audited
4078,308df6e60b7dffc2bdee7fa62d41ef53ac5d4e43,Re-entrancy,joinCarveUpTen,"    function joinCarveUpTen(uint _tokenId) public payable onlyLiveMode onlyOwnerOf(_tokenId) returns(bool) {
        require(msg.value == CARVE_UP_INPUT);
        for (uint8 i = 0; i < carverUpIndex; i++) {
            require(carveUpTokens[i] != _tokenId);
        }
        carveUpTokens[carverUpIndex] = _tokenId;
        JoinCarveUp(msg.sender, _tokenId, msg.value);
        if (carverUpIndex % 10 == 9) {
            carverUpIndex = 0;
            uint theLoserIndex = (now % 10 + (now / 10 % 10) + (now / 100 % 10) + (now / 1000 % 10)) % 10;
            for (uint8 j = 0; j < 10; j++) {
                if (j != theLoserIndex) {
                    uint bonus = CARVE_UP_INPUT * 110 / 100;
                    ownerOf(carveUpTokens[j]).transfer(bonus);
                    CarveUpBonus(ownerOf(carveUpTokens[j]), carveUpTokens[j], bonus);
                } else {
                    CarveUpBonus(ownerOf(carveUpTokens[j]), carveUpTokens[j], 0);
                }
            }
            carveUpTokens = [0, 0, 0, 0, 0, 0, 0, 0, 0, 0];
        } else {
            carverUpIndex++;
        }
        return true;
    }",slither_audited
4079,308df6e60b7dffc2bdee7fa62d41ef53ac5d4e43,Timestamp-Dependency,updateUnsold,"    function updateUnsold(string serial, uint _price, uint _openTime) public onlyCOO returns(bool) {
        require(idOfSerial[serial] > 0);
        TokenModel storage token = tokens[idOfSerial[serial]];
        require(token.lastTime == token.createTime);
        token.price = _price;
        token.openTime = _openTime;
        UnsoldUpdate(token.id, token.price, token.openTime);
        return true;
    }",slither_audited
4080,30b149e87fc634faaca4e46a807a04357b0816d7,Re-entrancy,finalize,"    function finalize() public onlyOwner {
        require(!isFinalized);
        require(getNow() > icoEndTime || token.totalSupply() == ICO_TOKENS);
        if (goalReached()) {
            if (vault.state() != EscrowVault.State.Closed) {
                vault.close();
            }
            uint256 totalSupply = token.totalSupply();
            teamTimelock = new TokenTimelock(token, TEAM_WALLET, getNow().add(TEAM_TOKENS_LOCK_PERIOD));
            token.mint(teamTimelock, uint256(TEAM_TOKENS_PERCENT).mul(totalSupply).div(ICO_TOKENS_PERCENT));
            companyTimelock = new TokenTimelock(token, COMPANY_WALLET, getNow().add(COMPANY_TOKENS_LOCK_PERIOD));
            token.mint(companyTimelock, uint256(COMPANY_TOKENS_PERCENT).mul(totalSupply).div(ICO_TOKENS_PERCENT));
            token.mint(TOURNAMENT_WALLET, uint256(TOURNAMENT_TOKENS_PERCENT).mul(totalSupply).div(ICO_TOKENS_PERCENT));
            token.mint(BOUNTY_WALLET, uint256(BOUNTY_TOKENS_PERCENT).mul(totalSupply).div(ICO_TOKENS_PERCENT));
            token.mint(ADVISORS_WALLET, uint256(ADVISORS_TOKENS_PERCENT).mul(totalSupply).div(ICO_TOKENS_PERCENT));
            token.finishMinting();
            token.transferOwnership(token);
        } else {
            vault.enableRefunds();
        }
        Finalized();
        isFinalized = true;
    }",slither_audited
4081,30b149e87fc634faaca4e46a807a04357b0816d7,Re-entrancy,internalBuyTokens,"    function internalBuyTokens(address sender, address beneficiary, uint256 tokenDeskBonus) internal {
        require(beneficiary != address(0));
        require(sender != address(0));
        require(validPurchase());
        uint256 weiAmount = msg.value;
        uint256 nowTime = getNow();
        while (currentStage < stages.length && stages[currentStage].till < nowTime) {
            uint256 nextStage = currentStage.add(1);
            stages[nextStage].cap = stages[nextStage].cap.add(stages[currentStage].cap);
            stages[currentStage].cap = 0;
            currentStage = nextStage;
        }
        uint256 tokens = calculateTokens(weiAmount, tokenDeskBonus);
        uint256 excess = appendContribution(beneficiary, tokens);
        uint256 refund = (excess > 0 ? excess.mul(weiAmount).div(tokens) : 0);
        weiAmount = weiAmount.sub(refund);
        weiRaised = weiRaised.add(weiAmount);
        if (refund > 0) { 
            sender.transfer(refund);
        }
        TokenPurchase(sender, beneficiary, weiAmount, tokens.sub(excess));
        if (goalReached() && vault.state() == EscrowVault.State.Active) {
            vault.setGoalReached();
        }
        vault.deposit.value(weiAmount)(sender);
    }",slither_audited
4082,30b149e87fc634faaca4e46a807a04357b0816d7,Timestamp-Dependency,setIcoEndTime,"    function setIcoEndTime(uint256 _endTime) public onlyOwner {
        require(_endTime > START_TIME && _endTime > getNow());
        icoEndTime = _endTime;
    }",slither_audited
4083,30b149e87fc634faaca4e46a807a04357b0816d7,Timestamp-Dependency,validPurchase,"    function validPurchase() internal view returns(bool) {
        bool withinPeriod = getNow() >= START_TIME && getNow() <= icoEndTime;
        bool nonZeroPurchase = msg.value != 0;
        bool canMint = token.totalSupply() < ICO_TOKENS;
        bool validStage = (currentStage < stages.length);
        return withinPeriod && nonZeroPurchase && canMint && validStage;
    }",slither_audited
4084,30c1a535047891F1A90dd76E6E0fD901CBdc9709,Timestamp-Dependency,release,"    function release() public {
        uint256 num = now.sub(RELEASE_START).div(RELEASE_INTERVAL);
        uint256 releaseAmount = 0;
        if (num >= releasePercentages.length.sub(1)) {
            releaseAmount = lockBalanceOf[msg.sender];
            released[msg.sender] = 100;
        } else {
            releaseAmount = amountsRecords[msg.sender].mul(releasePercentages[num].sub(released[msg.sender])).div(100);
            released[msg.sender] = releasePercentages[num];
        }
        require(releaseAmount > 0);
        tosToken.safeTransfer(msg.sender, releaseAmount);
        lockBalanceOf[msg.sender] = lockBalanceOf[msg.sender].sub(releaseAmount);
        totalLockAmount = totalLockAmount.sub(releaseAmount);
    }",slither_audited
4085,30c1a535047891F1A90dd76E6E0fD901CBdc9709,Timestamp-Dependency,lock,"    function lock(uint256 lockAmount) public {
        require(lockAmount >= 100000 * 10 ** 18); 
        require(now <= HOLDING_START);
        uint256 reward = lockAmount.mul(20).div(100);
        require(reward <= (tosToken.balanceOf(this).sub(totalLockAmount)));
        tosToken.safeTransferFrom(msg.sender, this, lockAmount);
        lockBalanceOf[msg.sender] = lockBalanceOf[msg.sender].add(lockAmount).add(reward);
        amountsRecords[msg.sender] = lockBalanceOf[msg.sender];
        totalLockAmount = totalLockAmount.add(lockAmount).add(reward);
    }",slither_audited
4086,30c1a535047891F1A90dd76E6E0fD901CBdc9709,Timestamp-Dependency,remainingReward,"    function remainingReward() public onlyOwner {
        require(now > HOLDING_START);
        require(tosToken.balanceOf(this) > totalLockAmount);
        tosToken.safeTransfer(owner, tosToken.balanceOf(this).sub(totalLockAmount));
    }",slither_audited
4087,30c3cca7287cea0a0e076a85b0cb68be3a4a5e1e,Timestamp-Dependency,isAllowedTx,"    function isAllowedTx(address sender, uint256 amount) private returns(bool isAllowed) {
        if (timelock[sender] > block.timestamp) {
            return isBalanceFree(sender, amount);
        } else {
            if (frozenBalances[sender] > 0) frozenBalances[sender] = 0;
            return true;
        }
    }",slither_audited
