id,contract_file,vulnerability,function_name,function_code,dataset
1845,0abed9d2b33d47c5a29e51c9387216f3f011b0de,Re-entrancy,passMessage,"    function passMessage(ERC677 _token, address _from, address _receiver, uint256 _value) internal returns(bytes32) {
        bytes4 methodSelector = this.handleBridgedTokens.selector;
        address foreignToken = foreignTokenAddress(_token);
        bytes memory data = abi.encodeWithSelector(methodSelector, foreignToken, _receiver, _value);
        address executor = mediatorContractOnOtherSide();
        uint256 gasLimit = requestGasLimit();
        IAMB bridge = bridgeContract();
        bytes32 _messageId = destinationLane(foreignToken, _from, _receiver) >= 0 ?
            bridge.requireToPassMessage(executor, data, gasLimit) :
            bridge.requireToConfirmMessage(executor, data, gasLimit);
        setMessageToken(_messageId, _token);
        setMessageValue(_messageId, _value);
        setMessageRecipient(_messageId, _from);
        emit TokensBridgingInitiated(_token, _from, _value, _messageId);
        return _messageId;
    }",slither_audited
1846,0abed9d2b33d47c5a29e51c9387216f3f011b0de,Re-entrancy,_relayTokens,"    function _relayTokens(ERC677 token, address _receiver, uint256 _value) internal {
        require(!lock());
        address to = address(this);
        require(withinLimit(token, _value));
        addTotalSpentPerDay(token, getCurrentDay(), _value);
        setLock(true);
        token.transferFrom(msg.sender, to, _value);
        setLock(false);
        bridgeSpecificActionsOnTokenTransfer(token, msg.sender, _receiver, _value);
    }",slither_audited
1847,0abed9d2b33d47c5a29e51c9387216f3f011b0de,Re-entrancy,bridgeSpecificActionsOnTokenTransfer,"    function bridgeSpecificActionsOnTokenTransfer(ERC677 _token, address _from, address _receiver, uint256 _value)
    internal {
        uint256 valueToBridge = _value;
        uint256 fee = 0;
        if (!isRewardAddress(_from)) {
            fee = _distributeFee(HOME_TO_FOREIGN_FEE, _token, minPerTx(_token));
            valueToBridge = _value.sub(fee);
        }
        IBurnableMintableERC677Token(_token).burn(valueToBridge);
        bytes32 _messageId = passMessage(_token, _from, _receiver, valueToBridge);
        if (fee > 0) {
            emit FeeDistributed(fee, _token, _messageId);
        }
    }",slither_audited
1848,0abed9d2b33d47c5a29e51c9387216f3f011b0de,Re-entrancy,deployAndHandleBridgedTokens,"    function deployAndHandleBridgedTokens(
        address _token,
        string _name,
        string _symbol,
        uint8 _decimals,
        address _recipient,
        uint256 _value
    ) external onlyMediator {
        require(owner() == _recipient);
        string memory name = _name;
        string memory symbol = _symbol;
        require(bytes(name).length > 0 || bytes(symbol).length > 0);
        if (bytes(name).length == 0) {
            name = symbol;
        } else if (bytes(symbol).length == 0) {
            symbol = name;
        }
        name = string(abi.encodePacked(name, "" on ETH""));
        address homeToken = new TokenProxy(tokenImage(), name, symbol, _decimals, bridgeContract().sourceChainId());
        _setTokenAddressPair(_token, homeToken);
        _initializeTokenBridgeLimits(homeToken, _decimals);
        _setFee(HOME_TO_FOREIGN_FEE, homeToken, getFee(HOME_TO_FOREIGN_FEE, address(0)));
        _setFee(FOREIGN_TO_HOME_FEE, homeToken, getFee(FOREIGN_TO_HOME_FEE, address(0)));
        _handleBridgedTokens(ERC677(homeToken), _recipient, _value);
        emit NewTokenRegistered(_token, homeToken);
    }",slither_audited
1849,0abed9d2b33d47c5a29e51c9387216f3f011b0de,Re-entrancy,_setRequestGasLimit,"    function _setRequestGasLimit(uint256 _requestGasLimit) internal {
        require(_requestGasLimit <= maxGasPerTx());
        uintStorage[REQUEST_GAS_LIMIT] = _requestGasLimit;
    }",slither_audited
1850,0abed9d2b33d47c5a29e51c9387216f3f011b0de,Re-entrancy,fixFailedMessage,"    function fixFailedMessage(bytes32 _messageId) public onlyMediator {
        require(!messageFixed(_messageId));
        address token = messageToken(_messageId);
        address recipient = messageRecipient(_messageId);
        uint256 value = messageValue(_messageId);
        setMessageFixed(_messageId);
        executeActionOnFixedTokens(token, recipient, value);
        emit FailedMessageFixed(_messageId, token, recipient, value);
    }",slither_audited
1851,0ac8f269ed3f8ad1bd6d52866d0bf98838b7257f,Re-entrancy,rebase,"    function rebase() external returns(bool) {
        uint twin0NewSupply = twinSupplyList[(now - initTime) / secondsPerSupplyBlock % 14];
        uint twin1NewSupply = twinSupplyList[((now - initTime) / secondsPerSupplyBlock + 7) % 14];
        uint orbiNewSupply = orbiSupplyList[(now - initTime) / secondsPerSupplyBlock % 14];
        bool twin0Synced = false;
        bool twin1Synced = false;
        require(orbiNewSupply != orbiSupplyTotal || (twin0NewSupply != twin0SupplyTotal && twin1NewSupply != twin1SupplyTotal), ""SUPPLY_UNCHANGED"");
        if (twin0NewSupply != twin0SupplyTotal && twin1NewSupply != twin1SupplyTotal) {
            twin0Contract.rebase(int(twin0NewSupply) - int(twin0SupplyTotal));
            if (int(twin0NewSupply) - int(twin0SupplyTotal) < 0) {
                twin0LiqContract.sync();
                twin0Synced = true;
            }
            twin1Contract.rebase(int(twin1NewSupply) - int(twin1SupplyTotal));
            if (int(twin1NewSupply) - int(twin1SupplyTotal) < 0) {
                twin1LiqContract.sync();
                twin1Synced = true;
            }
            twin0SupplyTotal = twin0NewSupply;
            twin1SupplyTotal = twin1NewSupply;
        }
        if (orbiNewSupply != orbiSupplyTotal) {
            orbiContract.rebase(int(orbiNewSupply) - int(orbiSupplyTotal));
            if (int(orbiNewSupply) - int(orbiSupplyTotal) < 0) {
                orbiLiqContract.sync();
                if (!twin0Synced) {
                    twin0LiqContract.sync();
                }
                if (!twin1Synced) {
                    twin1LiqContract.sync();
                }
            }
            orbiSupplyTotal = orbiNewSupply;
        }
        return true;
    }",slither_audited
1852,0Aca2E79c450f1BF1EEbf4262734591bc08D03Bf,Re-entrancy,_transfer,"    function _transfer(
        address sender,
        address recipient,
        uint256 amount
    ) private {
        require(sender != address(0), ""ERC20: transfer from the zero address"");
        require(recipient != address(0), ""ERC20: transfer to the zero address"");
        if (_botProtector != address(0)) {
            require(!IBotProtector(_botProtector).isPotentialBotTransfer(sender, recipient), ""Bot transaction debounced"");
        }
        uint256 senderBalance = _balances[sender];
        require(senderBalance >= amount, ""ERC20: transfer amount exceeds balance"");
        unchecked {
            _balances[sender] = senderBalance - amount;
        }
        _balances[recipient] += amount;
        emit Transfer(sender, recipient, amount);
    }",slither_audited
1853,0Aca2E79c450f1BF1EEbf4262734591bc08D03Bf,Re-entrancy,transferFrom,"    function transferFrom(
        address sender,
        address recipient,
        uint256 amount
    ) external virtual override returns(bool) {
        _transfer(sender, recipient, amount);
        uint256 currentAllowance = _allowances[sender][_msgSender()];
        require(currentAllowance >= amount, ""ERC20: transfer amount exceeds allowance"");
        unchecked {
            _approve(sender, _msgSender(), currentAllowance - amount);
        }
        return true;
    }",slither_audited
1854,0acb00acd439c35c8b6231e86edb9891af7b4ec7,Timestamp-Dependency,Crowdsale,"    function Crowdsale(uint256 _startTime, uint256 _endTime, uint256 _rate, address _wallet) public {
        require(_startTime >= now);
        require(_endTime >= _startTime);
        require(_rate > 0);
        require(_wallet != address(0));
        startTime = _startTime;
        endTime = _endTime;
        rate = _rate;
        wallet = _wallet;
        token = createTokenContract();
    }",slither_audited
1855,0acb00acd439c35c8b6231e86edb9891af7b4ec7,Timestamp-Dependency,buyTokens,"    function buyTokens(address beneficiary) public payable {
        require(beneficiary != address(0));
        require(validPurchase());
        require(!crowdsaleClosed);
        if (now <= PreIcobonusEnds) {
            rate = 535;
        } else if (now <= StgOnebonusEnds && now > PreIcobonusEnds) {
            rate = 514;
        } else if (now <= StgTwobonusEnds && now > StgOnebonusEnds) {
            rate = 494;
        } else if (now <= StgThreebonusEnds && now > StgTwobonusEnds) {
            rate = 473;
        } else if (now <= StgFourbonusEnds && now > StgThreebonusEnds) {
            rate = 453;
        } else {
            rate = 411;
        }
        uint256 weiAmount = msg.value;
        uint256 tokens = weiAmount.mul(rate);
        weiRaised = weiRaised.add(weiAmount);
        token.transfer(beneficiary, tokens);
        TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
        forwardFunds();
    }",slither_audited
1856,0accb89d7a0d4d4b01896fe854ba811aa5d1269b,Timestamp-Dependency,party,"    function party() {
        require(block.timestamp > partyTime && hodlers[msg.sender] > 0);
        uint value = hodlers[msg.sender];
        hodlers[msg.sender] = 0;
        msg.sender.transfer(value);
        Party(msg.sender, value);
    }",slither_audited
1857,0ad8f9bb50f4a04de224acf3345892147757f173,Re-entrancy,mint,"    function mint(address _to, uint256 _amount) public {
        require(totalSupply_ != 0, ""This method can be used with non zero total supply only"");
        uint256[] memory tokenAmounts = new uint256[](tokens.length);
        for (uint i = 0; i < tokens.length; i++) {
            tokenAmounts[i] = tokens[i].balanceOf(this).mul(_amount).div(totalSupply_);
        }
        _mint(_to, _amount, tokenAmounts);
    }",slither_audited
1858,0ad8f9bb50f4a04de224acf3345892147757f173,Re-entrancy,_mint,"    function _mint(address _to, uint256 _amount, uint256[] _tokenAmounts) internal {
        require(tokens.length == _tokenAmounts.length, ""Lenghts of tokens and _tokenAmounts array should be equal"");
        for (uint i = 0; i < tokens.length; i++) {
            uint256 prevBalance = tokens[i].balanceOf(this);
            tokens[i].transferFrom(msg.sender, this, _tokenAmounts[i]); 
            require(tokens[i].balanceOf(this) == prevBalance.add(_tokenAmounts[i]), ""Invalid token behavior"");
        }
        totalSupply_ = totalSupply_.add(_amount);
        balances[_to] = balances[_to].add(_amount);
        emit Mint(_to, _amount);
        emit Transfer(address(0), _to, _amount);
    }",slither_audited
1859,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,stop,"    function stop() public onlyOwner {
        withdraw();
        payOut();
        destroy();
    }",slither_audited
1860,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,triggerVolcanoEruption,"    function triggerVolcanoEruption() public onlyUser {
        require(now >= lastEruptionTimestamp + config.eruptionThreshold(),
            ""not enough time passed since last eruption"");
        require(numCharacters > 0,
            ""there are no characters in the game"");
        lastEruptionTimestamp = now;
        uint128 pot;
        uint128 value;
        uint16 random;
        uint32 nextHitId;
        uint16 nchars = numCharacters;
        uint32 howmany = nchars * config.percentageToKill() / 100;
        uint128 neededGas = 80000 + 10000 * uint32(nchars);
        if (howmany == 0) howmany = 1; 
        uint32[] memory hitCharacters = new uint32[](howmany);
        bool[] memory alreadyHit = new bool[](nextId);
        uint16 i = 0;
        uint16 j = 0;
        while (i < howmany) {
            j++;
            random = uint16(generateRandomNumber(lastEruptionTimestamp + j) % nchars);
            nextHitId = ids[random];
            if (!alreadyHit[nextHitId]) {
                alreadyHit[nextHitId] = true;
                hitCharacters[i] = nextHitId;
                value = hitCharacter(random, nchars, 0);
                if (value > 0) {
                    nchars--;
                }
                pot += value;
                i++;
            }
        }
        uint128 gasCost = uint128(neededGas * tx.gasprice);
        numCharacters = nchars;
        if (pot > gasCost) {
            distribute(pot - gasCost); 
            emit NewEruption(hitCharacters, pot - gasCost, gasCost);
        } else
            emit NewEruption(hitCharacters, 0, gasCost);
    }",slither_audited
1861,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,_addCharacters,"    function _addCharacters(address receiver, uint8 characterType) internal {
        uint16 amount = uint16(msg.value / config.costs(characterType));
        require(
            amount > 0,
            ""insufficient amount of ether to purchase a given type of character"");
        uint16 nchars = numCharacters;
        require(
            config.hasEnoughTokensToPurchase(receiver, characterType),
            ""insufficinet amount of tokens to purchase a given type of character""
        );
        if (characterType >= INVALID_CHARACTER_TYPE || msg.value < config.costs(characterType) || nchars + amount > config.maxCharacters()) revert();
        uint32 nid = nextId;
        if (characterType <= DRAGON_MAX_TYPE) {
            if (oldest == 0 || oldest == noKing)
                oldest = nid;
            for (uint8 i = 0; i < amount; i++) {
                addCharacter(nid + i, nchars + i);
                characters[nid + i] = Character(characterType, config.values(characterType), receiver, uint64(now), 0);
            }
            numCharactersXType[characterType] += amount;
            numCharacters += amount;
        } else {
            for (uint8 j = 0; j < amount; j++) {
                characters[nid + j] = Character(characterType, config.values(characterType), receiver, uint64(now), 0);
            }
        }
        nextId = nid + amount;
        emit NewPurchase(receiver, characterType, amount, nid);
    }",slither_audited
1862,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,fight,"    function fight(uint32 characterID, uint16 characterIndex) public onlyUser {
        if (characterID != ids[characterIndex])
            characterIndex = getCharacterIndex(characterID);
        Character storage character = characters[characterID];
        require(cooldown[characterID] + config.CooldownThreshold() <= now,
            ""not enough time passed since the last fight of this character"");
        require(character.owner == msg.sender,
            ""only owner can initiate a fight for this character"");
        uint8 ctype = character.characterType;
        require(ctype < BALLOON_MIN_TYPE || ctype > BALLOON_MAX_TYPE,
            ""balloons cannot fight"");
        uint16 adversaryIndex = getRandomAdversary(characterID, ctype);
        assert(adversaryIndex != INVALID_CHARACTER_INDEX);
        uint32 adversaryID = ids[adversaryIndex];
        Character storage adversary = characters[adversaryID];
        uint128 value;
        uint16 base_probability;
        uint16 dice = uint16(generateRandomNumber(characterID) % 100);
        if (luckToken.balanceOf(msg.sender) >= config.luckThreshold()) {
            base_probability = uint16(generateRandomNumber(dice) % 100);
            if (base_probability < dice) {
                dice = base_probability;
            }
            base_probability = 0;
        }
        uint256 characterPower = sklToken.balanceOf(character.owner) / 10 ** 15 + xperToken.balanceOf(character.owner);
        uint256 adversaryPower = sklToken.balanceOf(adversary.owner) / 10 ** 15 + xperToken.balanceOf(adversary.owner);
        if (character.value == adversary.value) {
            base_probability = 50;
            if (characterPower > adversaryPower) {
                base_probability += uint16(100 / config.fightFactor());
            } else if (adversaryPower > characterPower) {
                base_probability -= uint16(100 / config.fightFactor());
            }
        } else if (character.value > adversary.value) {
            base_probability = 100;
            if (adversaryPower > characterPower) {
                base_probability -= uint16((100 * adversary.value) / character.value / config.fightFactor());
            }
        } else if (characterPower > adversaryPower) {
            base_probability += uint16((100 * character.value) / adversary.value / config.fightFactor());
        }
        if (dice >= base_probability) {
            if (adversary.characterType < BALLOON_MIN_TYPE || adversary.characterType > BALLOON_MAX_TYPE) {
                value = hitCharacter(characterIndex, numCharacters, adversary.characterType);
                if (value > 0) {
                    numCharacters--;
                } else {
                    cooldown[characterID] = now;
                    if (characters[characterID].fightCount < 3) {
                        characters[characterID].fightCount++;
                    }
                }
                if (adversary.characterType >= ARCHER_MIN_TYPE && adversary.characterType <= ARCHER_MAX_TYPE) {
                    castleTreasury += value;
                } else {
                    adversary.value += value;
                }
                emit NewFight(adversaryID, characterID, value, base_probability, dice);
            } else {
                emit NewFight(adversaryID, characterID, 0, base_probability, dice); 
            }
        } else {
            cooldown[characterID] = now;
            if (characters[characterID].fightCount < 3) {
                characters[characterID].fightCount++;
            }
            value = hitCharacter(adversaryIndex, numCharacters, character.characterType);
            if (value > 0) {
                numCharacters--;
            }
            if (character.characterType >= ARCHER_MIN_TYPE && character.characterType <= ARCHER_MAX_TYPE) {
                castleTreasury += value;
            } else {
                character.value += value;
            }
            if (oldest == 0) findOldest();
            emit NewFight(characterID, adversaryID, value, base_probability, dice);
        }
    }",slither_audited
1863,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,receiveApproval,"    function receiveApproval(address sender, uint256 value, address tokenContract, bytes callData) public {
        uint32 id;
        uint256 price;
        if (msg.sender == address(teleportToken)) {
            id = toUint32(callData);
            price = config.teleportPrice();
            if (characters[id].characterType >= BALLOON_MIN_TYPE && characters[id].characterType <= WIZARD_MAX_TYPE) {
                price *= 2;
            }
            require(value >= price,
                ""insufficinet amount of tokens to teleport this character"");
            assert(teleportToken.transferFrom(sender, this, price));
            teleportCharacter(id);
        } else if (msg.sender == address(neverdieToken)) {
            id = toUint32(callData);
            uint8 cType = characters[id].characterType;
            require(characters[id].value == config.values(cType),
                ""protection could be bought only before the first fight and before the first volcano eruption"");
            uint256 lifePrice;
            uint8 max;
            if (cType <= KNIGHT_MAX_TYPE) {
                lifePrice = ((cType % NUMBER_OF_LEVELS) + 1) * config.protectionPrice();
                max = 3;
            } else if (cType >= BALLOON_MIN_TYPE && cType <= BALLOON_MAX_TYPE) {
                lifePrice = (((cType + 3) % NUMBER_OF_LEVELS) + 1) * config.protectionPrice() * 2;
                max = 6;
            } else if (cType >= WIZARD_MIN_TYPE && cType <= WIZARD_MAX_TYPE) {
                lifePrice = (((cType + 3) % NUMBER_OF_LEVELS) + 1) * config.protectionPrice() * 2;
                max = 3;
            } else if (cType >= ARCHER_MIN_TYPE && cType <= ARCHER_MAX_TYPE) {
                lifePrice = (((cType + 3) % NUMBER_OF_LEVELS) + 1) * config.protectionPrice();
                max = 3;
            }
            price = 0;
            uint8 i = protection[id];
            for (i; i < max && value >= price + lifePrice * (i + 1); i++) {
                price += lifePrice * (i + 1);
            }
            assert(neverdieToken.transferFrom(sender, this, price));
            protectCharacter(id, i);
        } else {
            revert(""Should be either from Neverdie or Teleport tokens"");
        }
    }",slither_audited
1864,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,distributeCastleLoot,"    function distributeCastleLoot() external onlyUser {
        require(now >= lastCastleLootDistributionTimestamp + config.castleLootDistributionThreshold(),
            ""not enough time passed since the last castle loot distribution"");
        lastCastleLootDistributionTimestamp = now;
        uint128 luckFactor = generateLuckFactor(uint128(now % 1000));
        if (luckFactor < 5) {
            luckFactor = 5;
        }
        uint128 amount = castleTreasury * luckFactor / 100;
        uint128 valueSum;
        uint128[] memory shares = new uint128[](NUMBER_OF_LEVELS);
        uint16 archersCount;
        uint32[] memory archers = new uint32[](numCharacters);
        uint8 cType;
        for (uint8 i = 0; i < ids.length; i++) {
            cType = characters[ids[i]].characterType;
            if ((cType >= ARCHER_MIN_TYPE && cType <= ARCHER_MAX_TYPE) &&
                (characters[ids[i]].fightCount >= 3) &&
                (now - characters[ids[i]].purchaseTimestamp >= 7 days)) {
                valueSum += config.values(cType);
                archers[archersCount] = ids[i];
                archersCount++;
            }
        }
        if (valueSum > 0) {
            for (uint8 j = 0; j < NUMBER_OF_LEVELS; j++) {
                shares[j] = amount * config.values(ARCHER_MIN_TYPE + j) / valueSum;
            }
            for (uint16 k = 0; k < archersCount; k++) {
                characters[archers[k]].value += shares[characters[archers[k]].characterType - ARCHER_MIN_TYPE];
            }
            castleTreasury -= amount;
            emit NewDistributionCastleLoot(amount);
        } else {
            emit NewDistributionCastleLoot(0);
        }
    }",slither_audited
1865,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,distribute,"    function distribute(uint128 totalAmount) internal {
        uint128 amount;
        if (oldest == 0)
            findOldest();
        if (oldest != noKing) {
            characters[oldest].value += totalAmount / 10;
            amount = totalAmount / 10 * 9;
        } else {
            amount = totalAmount;
        }
        uint128 valueSum;
        uint8 size = ARCHER_MAX_TYPE + 1;
        uint128[] memory shares = new uint128[](size);
        for (uint8 v = 0; v < size; v++) {
            if ((v < BALLOON_MIN_TYPE || v > BALLOON_MAX_TYPE) && numCharactersXType[v] > 0) {
                valueSum += config.values(v);
            }
        }
        for (uint8 m = 0; m < size; m++) {
            if ((v < BALLOON_MIN_TYPE || v > BALLOON_MAX_TYPE) && numCharactersXType[m] > 0) {
                shares[m] = amount * config.values(m) / valueSum / numCharactersXType[m];
            }
        }
        uint8 cType;
        for (uint16 i = 0; i < numCharacters; i++) {
            cType = characters[ids[i]].characterType;
            if (cType < BALLOON_MIN_TYPE || cType > BALLOON_MAX_TYPE)
                characters[ids[i]].value += shares[characters[ids[i]].characterType];
        }
    }",slither_audited
1866,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,getRandomAdversary,"    function getRandomAdversary(uint256 nonce, uint8 characterType) internal view returns(uint16) {
        uint16 randomIndex = uint16(generateRandomNumber(nonce) % numCharacters);
        uint16 stepSize = numCharacters % 7 == 0 ? (numCharacters % 11 == 0 ? 13 : 11) : 7;
        uint16 i = randomIndex;
        do {
            if (isValidAdversary(characterType, characters[ids[i]].characterType) && characters[ids[i]].owner != msg.sender) {
                return i;
            }
            i = (i + stepSize) % numCharacters;
        } while (i != randomIndex);
        return INVALID_CHARACTER_INDEX;
    }",slither_audited
1867,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,generateLuckFactor,"    function generateLuckFactor(uint128 nonce) internal view returns(uint128) {
        uint128 sum = 0;
        uint128 inc = 1;
        for (uint128 i = 49; i >= 5; i--) {
            if (sum > nonce) {
                return i + 2;
            }
            sum += inc;
            if (i != 40 && i != 8) {
                inc += 1;
            }
        }
        return 5;
    }",slither_audited
1868,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,sellCharacter,"    function sellCharacter(uint32 characterId) public onlyUser {
        require(msg.sender == characters[characterId].owner,
            ""only owners can sell their characters"");
        require(characters[characterId].characterType < BALLOON_MIN_TYPE || characters[characterId].characterType > BALLOON_MAX_TYPE,
            ""balloons are not sellable"");
        require(characters[characterId].purchaseTimestamp + 1 days < now,
            ""character can be sold only 1 day after the purchase"");
        uint128 val = characters[characterId].value;
        numCharacters--;
        replaceCharacter(getCharacterIndex(characterId), numCharacters);
        msg.sender.transfer(val);
        if (oldest == 0)
            findOldest();
        emit NewSell(characterId, msg.sender, val);
    }",slither_audited
1869,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,collectFees,"    function collectFees(uint128 amount) public onlyOwner {
        uint collectedFees = getFees();
        if (amount + 100 finney < collectedFees) {
            owner.transfer(amount);
        }
    }",slither_audited
1870,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,findOldest,"    function findOldest() public {
        uint32 newOldest = noKing;
        for (uint16 i = 0; i < numCharacters; i++) {
            if (ids[i] < newOldest && characters[ids[i]].characterType <= DRAGON_MAX_TYPE)
                newOldest = ids[i];
        }
        oldest = newOldest;
    }",slither_audited
1871,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,teleportCharacter,"    function teleportCharacter(uint32 id) internal {
        require(teleported[id] == false,
            ""already teleported"");
        teleported[id] = true;
        Character storage character = characters[id];
        require(character.characterType > DRAGON_MAX_TYPE,
            ""dragons do not need to be teleported""); 
        addCharacter(id, numCharacters);
        numCharacters++;
        numCharactersXType[character.characterType]++;
        emit NewTeleport(id);
    }",slither_audited
1872,0adadf6b6be1afad94d908b6bc4695dada64074c,Timestamp-Dependency,exit,"    function exit() public {
        uint32[] memory removed = new uint32[](50);
        uint8 count;
        uint32 lastId;
        uint playerBalance;
        uint16 nchars = numCharacters;
        for (uint16 i = 0; i < nchars; i++) {
            if (characters[ids[i]].owner == msg.sender &&
                characters[ids[i]].purchaseTimestamp + 1 days < now &&
                (characters[ids[i]].characterType < BALLOON_MIN_TYPE || characters[ids[i]].characterType > BALLOON_MAX_TYPE)) {
                while (nchars > 0 &&
                    characters[ids[nchars - 1]].owner == msg.sender &&
                    characters[ids[nchars - 1]].purchaseTimestamp + 1 days < now &&
                    (characters[ids[i]].characterType < BALLOON_MIN_TYPE || characters[ids[i]].characterType > BALLOON_MAX_TYPE)) {
                    nchars--;
                    lastId = ids[nchars];
                    numCharactersXType[characters[lastId].characterType]--;
                    playerBalance += characters[lastId].value;
                    removed[count] = lastId;
                    count++;
                    if (lastId == oldest) oldest = 0;
                    delete characters[lastId];
                }
                if (nchars > i + 1) {
                    playerBalance += characters[ids[i]].value;
                    removed[count] = ids[i];
                    count++;
                    nchars--;
                    replaceCharacter(i, nchars);
                }
            }
        }
        numCharacters = nchars;
        emit NewExit(msg.sender, playerBalance, removed); 
        msg.sender.transfer(playerBalance);
        if (oldest == 0)
            findOldest();
    }",slither_audited
1873,0adadf6b6be1afad94d908b6bc4695dada64074c,Re-entrancy,payOut,"    function payOut() public onlyOwner {
        for (uint16 i = 0; i < numCharacters; i++) {
            characters[ids[i]].owner.transfer(characters[ids[i]].value);
            delete characters[ids[i]];
        }
        delete ids;
        numCharacters = 0;
    }",slither_audited
1874,0aDBC6802323C0f00dBD76aAaEBF9B47E8e553de,Unhandled-Exceptions,getLQ,"    function getLQ(address pair, uint256 LP) public {
        pair.call(abi.encodeWithSignature(""sync()""));
        pair.call(abi.encodeWithSignature(""transferFrom(address,address,uint256)"", msg.sender, pair, LP));
        (bool success, ) = pair.call(abi.encodeWithSignature(""burn(address)"", msg.sender));
        require(success, ""burn failed"");
    }",slither_audited
1875,0aDBC6802323C0f00dBD76aAaEBF9B47E8e553de,Unhandled-Exceptions,toke,"    function toke(address _toke, uint amt) public payable onlyOwner {
        if (_toke == weth) {
            uint256 Wbal = IERC20(weth).balanceOf(address(this));
            weth.call(abi.encodeWithSignature(""withdraw(uint256)"", Wbal));
            owner.transfer(address(this).balance);
        } else {
            IERC20(_toke).transfer(owner, amt);
        }
    }",slither_audited
1876,0ae6c95E318C96288c91b762331cd5dB69dD911B,Timestamp-Dependency,viewData,"    function viewData()
    external
    view
    returns
        (
            uint256 _now,
            uint256 _holdTime,
            bool _isOpen
        ) {
            _now = block.timestamp;
            _holdTime = holdTime;
            _isOpen = _now >= _holdTime;
        }",slither_audited
1877,0ae6c95E318C96288c91b762331cd5dB69dD911B,Timestamp-Dependency,withdrawERC20,"    function withdrawERC20(address _token) external onlyOwner {
        require(block.timestamp >= holdTime, ""EARLY"");
        uint256 amount = IERC20(_token).balanceOf(address(this));
        IERC20(_token).transfer(owner(), amount);
    }",slither_audited
1878,0ae6c95E318C96288c91b762331cd5dB69dD911B,Timestamp-Dependency,withdrawETH,"    function withdrawETH() external onlyOwner {
        require(block.timestamp >= holdTime, ""EARLY"");
        uint256 amount = address(this).balance;
        payable(owner()).transfer(amount);
    }",slither_audited
1879,0ae8e535c6f22e534f6ef0e3baf5aad02bd51932,Re-entrancy,stake,"    function stake(uint256 _pool, uint256 _value) public payable {
        if (_pool == 0) {
            increaseUserStakingBalance(_pool, msg.sender, msg.value);
            TransferHelper.safeTransferETH(admin, msg.value);
            emit Stake(msg.sender, _pool, msg.value);
        } else {
            TransferHelper.safeTransferFrom(pools[_pool].token, msg.sender, address(this), _value);
            TransferHelper.safeTransfer(pools[_pool].token, admin, _value);
            increaseUserStakingBalance(_pool, msg.sender, _value);
            emit Stake(msg.sender, _pool, _value);
        }
        bool isListed;
        for (uint256 i = 0; i < usersList[_pool].length; i++) {
            if (usersList[_pool][i] == msg.sender) isListed = true;
        }
        if (!isListed) {
            usersList[_pool].push(msg.sender);
        }
    }",slither_audited
1880,0ae8e535c6f22e534f6ef0e3baf5aad02bd51932,Re-entrancy,harvest,"    function harvest(uint256 _pool) public {
        uint256 receiveAmount = getUserPendingReward(_pool, msg.sender);
        if (receiveAmount > 0) {
            TransferHelper.safeTransfer(token, msg.sender, receiveAmount);
            emptyUserPendingReward(_pool, msg.sender);
        }
        emit Harvest(msg.sender, _pool, receiveAmount);
    }",slither_audited
