id,contract_file,vulnerability,detector,function_name,function_code,dataset
2032,0xdf1f0c982e6574c4b89ec49e2636abd9a25a3126,Re-entrancy,reentrancy-unlimited-gas,withdrawDividends,"    function withdrawDividends(address holder) public returns(bool success) {
        require(poolBalanceOf(holder) > 0);
        uint256 totalDividendsForHolder = dividendsOf(holder);
        if (totalDividendsForHolder == 0) return true;
        uint256 holdersTotalTokensInPool = 0;
        for (uint256 i = lastWithdrawal[holder]; i < currentDividendsRound; i = i.add(1)) {
            holdersTotalTokensInPool = holdersTotalTokensInPool.add(poolBalances[i][holder]);
            poolBalances[i][holder] = 0;
        }
        holder.transfer(totalDividendsForHolder);
        emit dividendsWithdraw(holder, totalDividendsForHolder);
        poolBalances[currentDividendsRound][holder] = holdersTotalTokensInPool;
        lastWithdrawal[holder] = currentDividendsRound;
        return true;
    } ",smartbugs_wild
2033,0xb53a656bd0bbde2b272aa002a2f1a8d6137fce31,Re-entrancy,reentrancy-unlimited-gas,safeWithdrawal,"    function safeWithdrawal(uint amountInWei) public {
        require(beneficiary == msg.sender);
        if (beneficiary.send(amountInWei)) {
            FundTransfer(beneficiary, amountInWei, false);
            currentBalance -= amountInWei;
        }
    }",smartbugs_wild
2034,0x62f58fb4d45cd0675026f549c9d717cbb6445e5e,Re-entrancy,reentrancy-unlimited-gas,fallback,"    function() payable public {
        withReferrer(owner);
        if (msg.sender == owner) {
            dispatch();
        }
    }",smartbugs_wild
2035,0x62f58fb4d45cd0675026f549c9d717cbb6445e5e,Unhandled-Exceptions,unchecked-send,dispatch,"    function dispatch() onlyOwner mutex public {
        for (uint i = 0; i < txs.length; i++) {
            if (address(this).balance >= txs[i].value)
                txs[i].user.send(txs[i].value);
        }
    }",smartbugs_wild
2036,0xa44e464b13280340904ffef0a65b8a0033460430,Timestamp-Dependency,timestamp,getChampReward,"    function getChampReward(uint256 _position) public view returns(uint256) {
        if (_position <= 800) {
            uint256 rewardPercentage = uint256(2000).sub(2 * (_position - 1));
            uint256 availableWithdrawal = address(this).balance.sub(pendingWithdrawal);
            return availableWithdrawal / 1000000 * rewardPercentage;
        } else {
            return uint256(0);
        }
    }",smartbugs_wild
2037,0x919467ab00d50bb3bbf75cc4e2dd4f74684bb308,Re-entrancy,reentrancy-unlimited-gas,buyTokens,"    function buyTokens() public payable {
        address(manager).transfer(msg.value);
        uint tokensBought = msg.value.div(tokenPrice);
        balances[msg.sender] = balances[msg.sender].add(tokensBought);
        totalSupply += tokensBought;
        emit Transfer(address(this), msg.sender, tokensBought);
    }",smartbugs_wild
2038,0x919467ab00d50bb3bbf75cc4e2dd4f74684bb308,Re-entrancy,reentrancy-unlimited-gas,airDrop,"    function airDrop(address parent, uint[] amounts, address[] droptargets) public payable {
        if (msg.value > 0) {
            buyTokens();
        }
        require(balances[msg.sender] >= droptargets.length, ""Insufficient funds to execute this airdrop"");
        ERC20TokenInterface parentContract = ERC20TokenInterface(parent);
        uint allowance = parentContract.allowance(msg.sender, flairdrop);
        uint amount = amounts[0];
        uint x = 0;
        address target;
        while (gasleft() > 21000 && x <= droptargets.length - 1) {
            target = droptargets[x];
            if (amounts.length == droptargets.length) {
                amount = amounts[x];
            }
            if (allowance >= amount) {
                parentContract.transferFrom(msg.sender, target, amount);
                allowance -= amount;
            }
            x++;
        }
        balances[msg.sender] -= x;
        totalSupply = totalSupply >= x ? totalSupply - x : 0;
        emit Transfer(msg.sender, address(0), x);
        emit AirDropEvent(parent, droptargets, amounts);
    }",smartbugs_wild
2039,0xe5c2aea81aca4e863b2b48374830c7cd70217aa7,Timestamp-Dependency,timestamp,_getActiveMessageId,"    function _getActiveMessageId() private view returns(bytes32) {
        bytes32 idx = head;
        while (messages[messages[idx].next].validTo > now) {
            idx = messages[idx].next;
        }
        return idx;
    }",smartbugs_wild
2040,0xb9cea999eee3e5a57dda1ea8d39b2bfa59704a86,Timestamp-Dependency,timestamp,setClosingTime,"    function setClosingTime(uint256 _closingTime) public onlyOwner {
        require(_closingTime >= block.timestamp);
        require(_closingTime >= openingTime);
        closingTime = _closingTime;
    }",smartbugs_wild
2041,0x9bc77b01fffdb23ac0ae39a001b87376dbe9da5c,Timestamp-Dependency,timestamp,TryUnLockCreatorBalance,"    function TryUnLockCreatorBalance() public {
        while (unLockIdx > 0 && block.timestamp >= nextUnLockTime) { 
            uint256 append = creatorsLocked / unLockIdx;
            creatorsLocked -= append;
            unLockIdx -= 1;
            nextUnLockTime = block.timestamp + ONE_YEAR_TIME_LEN;
        }
    }",smartbugs_wild
2042,0x780b6e67925e35b98b6ff8a1b2653572af73b8f9,Re-entrancy,reentrancy-unlimited-gas,transferETH,"    function transferETH(address _to, uint _value) external onlyowner returns(bytes32 _r) {
        if (underLimit(_value)) {
            emit SingleTransact(msg.sender, _value, _to);
            _to.transfer(_value);
            return 0;
        }
        _r = keccak256(abi.encodePacked(msg.data, block.number));
        if (!confirmETH(_r) && m_txs[_r].to == 0) {
            m_txs[_r].to = _to;
            m_txs[_r].value = _value;
            emit ConfirmationETHNeeded(_r, msg.sender, _value, _to);
        }
    }",smartbugs_wild
2043,0x780b6e67925e35b98b6ff8a1b2653572af73b8f9,Re-entrancy,reentrancy-unlimited-gas,confirmETH,"    function confirmETH(bytes32 _h) onlymanyowners(_h) public returns(bool) {
        if (m_txs[_h].to != 0) {
            m_txs[_h].to.transfer(m_txs[_h].value);
            emit MultiTransact(msg.sender, _h, m_txs[_h].value, m_txs[_h].to);
            delete m_txs[_h];
            return true;
        }
    }",smartbugs_wild
2044,0xd89098a767a3fe39410d6fa7d72b6ebc5eaae247,Re-entrancy,reentrancy-benign,noteTokens,"    function noteTokens(address _beneficiary, uint256 _tokenAmount) external onlyOwner onlyWhenLocked {
        uint256 tokenBalance = tokenContract.balanceOf(this);
        require(tokenBalance >= totalTokens.add(_tokenAmount));
        tokens[_beneficiary] = tokens[_beneficiary].add(_tokenAmount);
        totalTokens = totalTokens.add(_tokenAmount);
        emit NotedTokens(_beneficiary, _tokenAmount);
    }",smartbugs_wild
2045,0x269a6ffb97325e8e371f067fea216c9f62848833,Re-entrancy,reentrancy-unlimited-gas,becomeGeneral,"    function becomeGeneral(uint _generalID) public payable {
        require(msg.value >= LEADER_FEE && player[roundID][msg.sender].hasRegistered, ""Not enough money or not player"");
        msg.sender.transfer(LEADER_FEE);
        player[roundID][msg.sender].isGeneral = true;
        player[roundID][msg.sender].generalID = _generalID;
    }",smartbugs_wild
2046,0x269a6ffb97325e8e371f067fea216c9f62848833,Timestamp-Dependency,timestamp,getTeamBonus,"    function getTeamBonus(uint256 _roundID) public view returns(uint256) {
        uint256 potValue = round[_roundID].pot;
        uint256 _winValue = (potValue.mul(potSplit._soldiersRatio)).div(DENOMINATOR);
        uint _tID = player[_roundID][msg.sender].teamID;
        if (isLegalTime(now) && (_roundID == roundID)) {
            return ((player[_roundID][msg.sender].flags).mul(_winValue)).div(teamData[_roundID][_tID].totalFlags);
        } else {
            if (_tID != winTeamID) {
                return 0;
            } else if (player[_roundID][msg.sender].isWithdrawed) {
                return 0;
            } else {
                return ((player[_roundID][msg.sender].flags).mul(_winValue)).div(teamData[_roundID][_tID].totalFlags);
            }
        }
    }",smartbugs_wild
2047,0xdf719da6ee495547b43737fc5ba56d139a16da5b,Timestamp-Dependency,timestamp,lottery,"    function lottery(uint256 _value) public payable disableContract {
        uint256 random = getRandomNumber(msg.sender) + 1;
        bool isWin = false;
        if (random == _value) {
            isWin = true;
            uint256 prize = msg.value.mul(249).div(100);
            if (prize <= address(this).balance) {
                msg.sender.transfer(prize);
            }
        }
        ownerWallet.transfer(msg.value.mul(5).div(100));
        emit Lottery(msg.sender, _value, msg.value, random, isWin);
    }",smartbugs_wild
2048,0xdec14d8f4da25108fd0d32bf2decd9538564d069,Re-entrancy,reentrancy-unlimited-gas,purchaseVideoGame,"    function purchaseVideoGame(uint _videoGameId) public payable {
        require(msg.value == videoGames[_videoGameId].currentPrice);
        require(isPaused == false);
        uint256 devFee = (msg.value / 10);
        uint256 commissionOwner = msg.value - devFee; 
        videoGames[_videoGameId].ownerAddress.transfer(commissionOwner);
        devFeeAddress.transfer(devFee); 
        videoGames[_videoGameId].ownerAddress = msg.sender;
        videoGames[_videoGameId].currentPrice = mul(videoGames[_videoGameId].currentPrice, 2);
    }",smartbugs_wild
2049,0x61646f3bede9e1a24d387feb661888b4cc1587d8,Re-entrancy,reentrancy-benign,destroy,"    function destroy(address owner, uint256 amount)
    public
    only(ROLE_EURT_LEGAL_MANAGER) {
        destroyTokensPrivate(owner, amount);
        emit LogDestroy(owner, msg.sender, amount);
    }",smartbugs_wild
2050,0xbe1b06a4268f7b523b0e7b986d91f2d4a2572b52,Re-entrancy,reentrancy-no-eth,enableTokenWithdrawals,"    function enableTokenWithdrawals(address tokenAddr, bool notDefault) public onlyOwner noReentrancy {
        require(contractStage == 3);
        if (notDefault) {
            require(activeToken != 0x00);
        } else {
            activeToken = tokenAddr;
        }
        var d = distribution[tokenAddr];
        require(d.claimRound == 0 || d.claimCount == contributorCount);
        d.token = ERC20(tokenAddr);
        uint amount = d.token.balanceOf(this);
        require(amount > 0);
        if (feePct > 0) {
            require(d.token.transfer(owner, _applyPct(amount, feePct)));
        }
        d.pct = _toPct(d.token.balanceOf(this), submittedAmount);
        d.claimCount = 0;
        d.claimRound = d.claimRound.add(1);
    }",smartbugs_wild
2051,0x6b249a94182219cb1af58a197573dccd9ab94144,Re-entrancy,reentrancy-unlimited-gas,withdraw,"    function withdraw() public {
        require(!restrictedAddresses[msg.sender]); 
        uint32 _nowMonth = getCurrentMonth();
        uint32 _startMonth = lastRefundMonth[msg.sender];
        require(_startMonth > 0);
        settleEth(msg.sender, _startMonth, _nowMonth);
        uint256 _profit = refundEth[msg.sender];
        require(_profit > 0);
        refundEth[msg.sender] = 0;
        msg.sender.transfer(_profit);
        emit Withdraw(msg.sender, _profit);
    }",smartbugs_wild
2052,0x6b249a94182219cb1af58a197573dccd9ab94144,Timestamp-Dependency,timestamp,addGame,"    function addGame(address gameAddress) public onlyOwner {
        require(!allowedGameAddress[gameAddress], ""game already in allow list"");
        require(proposedGames[gameAddress] > 0, ""game must be in proposed list first"");
        require(now > proposedGames[gameAddress].add(proposingPeriod), ""game must be debated for 2 days"");
        allowedGameAddress[gameAddress] = true;
        proposedGames[gameAddress] = 0;
    }",smartbugs_wild
2053,0x6b249a94182219cb1af58a197573dccd9ab94144,Timestamp-Dependency,timestamp,settleEth,"    function settleEth(address _addr, uint32 _startMonth, uint32 _nowMonth) internal {
        require(_nowMonth >= _startMonth);
        if (_startMonth == 0) {
            lastRefundMonth[_addr] = _nowMonth;
            return;
        }
        if (_nowMonth == _startMonth) {
            lastRefundMonth[_addr] = _nowMonth;
            return;
        }
        uint256 _balance = balanceOf[_addr];
        if (_balance == 0) {
            lastRefundMonth[_addr] = _nowMonth;
            return;
        }
        uint256 _unpaidPerfit = getUnpaidPerfit(_startMonth, _nowMonth, _balance);
        refundEth[_addr] = refundEth[_addr].add(_unpaidPerfit);
        lastRefundMonth[_addr] = _nowMonth;
        return;
    }",smartbugs_wild
2054,0x6b249a94182219cb1af58a197573dccd9ab94144,Timestamp-Dependency,timestamp,gameCountdown,"    function gameCountdown(address gameAddress) public view returns(uint256) {
        require(proposedGames[gameAddress] > 0, ""game not in proposed list"");
        uint256 proposedTime = proposedGames[gameAddress];
        if (now < proposedTime.add(proposingPeriod)) {
            return proposedTime.add(proposingPeriod).sub(now);
        } else {
            return 0;
        }
    }",smartbugs_wild
2055,0x6b249a94182219cb1af58a197573dccd9ab94144,Timestamp-Dependency,timestamp,getEthPerfit,"    function getEthPerfit(address _addr) public view returns(uint256) {
        uint32 _nowMonth = getCurrentMonth();
        uint32 _startMonth = lastRefundMonth[_addr];
        if (_startMonth == 0) {
            return 0;
        }
        uint256 _tokenAmount = balanceOf[_addr];
        uint256 _perfit = refundEth[_addr];
        if (_startMonth < _nowMonth && _tokenAmount > 0) {
            uint256 _unpaidPerfit = getUnpaidPerfit(_startMonth, _nowMonth, _tokenAmount);
            _perfit = _perfit.add(_unpaidPerfit);
        }
        return _perfit;
    }",smartbugs_wild
2056,0x2d82c4f8737623e12cb463041a1ba93c60eb2110,Timestamp-Dependency,timestamp,hasClosed,"    function hasClosed() public view returns(bool) {
        return super.hasClosed() || super.capReached();
    }",smartbugs_wild
2057,0x13dccb630ba92989299bbc276486c28673ca69e8,Timestamp-Dependency,timestamp,canPurchase,"    function canPurchase(uint _tokenId) public view returns(bool) {
        Auction storage auction = tokenAuction[_tokenId];
        require(auction.time1 > 0);
        return (now >= auction.time1 && priceOf(_tokenId) > 0);
    }",smartbugs_wild
2058,0x13dccb630ba92989299bbc276486c28673ca69e8,Timestamp-Dependency,timestamp,claimHeirOwnership,"    function claimHeirOwnership() public onlyHeir {
        require(!ownerLives());
        require(now >= timeOfDeath + heartbeatTimeout);
        OwnershipTransferred(owner, heir);
        HeirOwnershipClaimed(owner, heir);
        owner = heir;
        timeOfDeath = 0;
    }",smartbugs_wild
2059,0x98564618d909636e7bc9cb47faec7253a5e4c1d5,Timestamp-Dependency,timestamp,checkProofOfWork,"    function checkProofOfWork(uint256 nonce, uint256 currentRandomness, uint256 currentTarget) pure returns(bool workAccepted) {
        return uint256(hash(nonce, currentRandomness)) < currentTarget;
    }",smartbugs_wild
2060,0x98564618d909636e7bc9cb47faec7253a5e4c1d5,Timestamp-Dependency,timestamp,mine,"    function mine(uint256 nonce) whenNotPaused returns(bool success) {
        require(checkMine(nonce));
        Mine(msg.sender, blockReward, uint40(block.timestamp) - uint40(lastMinedOn)); 
        balances[msg.sender] += blockReward; 
        blockNumber += 1;
        totalSupply += blockReward; 
        updateRandomness();
        var mul = (block.timestamp - lastMinedOn);
        if (mul > (60 * 2.5 * 2)) {
            mul = 60 * 2.5 * 2;
        }
        if (mul < (60 * 2.5 / 2)) {
            mul = 60 * 2.5 / 2;
        }
        target *= mul;
        target /= (60 * 2.5);
        if (target > powLimit) { 
            target = powLimit;
        }
        lastMinedOn = uint40(block.timestamp); 
        if (blockNumber % halvingInterval == 0) { 
            blockReward /= 2;
            RewardHalved();
        }
        return true;
    }",smartbugs_wild
2061,0x4417bfedebf719832d0c841f7749f7381aa5ec61,Timestamp-Dependency,timestamp,grantAdvisorToken,"    function grantAdvisorToken(address beneficiary) public onlyOwner {
        require((advisorCounter < 4) && (advisorTimeLock < now));
        advisorTimeLock = SafeMath.add(advisorTimeLock, 2 minutes);
        token.mint(beneficiary, SafeMath.div(advisorSupply, 4));
        advisorCounter = SafeMath.add(advisorCounter, 1);
    }",smartbugs_wild
2062,0x4417bfedebf719832d0c841f7749f7381aa5ec61,Timestamp-Dependency,timestamp,grantTeamToken,"    function grantTeamToken(address teamAddress) public onlyOwner {
        require((teamCounter < 2) && (teamTimeLock < now));
        teamTimeLock = SafeMath.add(teamTimeLock, 2 minutes);
        token.mint(teamAddress, SafeMath.div(teamSupply, 4));
        teamCounter = SafeMath.add(teamCounter, 1);
    }",smartbugs_wild
2063,0x4417bfedebf719832d0c841f7749f7381aa5ec61,Timestamp-Dependency,timestamp,icoTokens,"    function icoTokens(uint256 weiAmount, uint256 tokens, uint256 accessTime) internal returns(uint256) {
        require(icoSupply > 0);
        if (accessTime <= StageTwo) {
            tokens = SafeMath.add(tokens, weiAmount.mul(StageOneBonus));
        } else if ((accessTime <= StageThree) && (accessTime > StageTwo)) {
            tokens = SafeMath.add(tokens, weiAmount.mul(StageTwoBonus));
        } else if ((accessTime <= StageFour) && (accessTime > StageThree)) {
            tokens = SafeMath.add(tokens, weiAmount.mul(StageThreeBonus));
        }
        tokens = SafeMath.add(tokens, weiAmount.mul(rate));
        require(icoSupply >= tokens);
        icoSupply = icoSupply.sub(tokens);
        publicSupply = publicSupply.sub(tokens);
        return tokens;
    }",smartbugs_wild
2064,0x4417bfedebf719832d0c841f7749f7381aa5ec61,Re-entrancy,reentrancy-no-eth,bountyDrop,"    function bountyDrop(address[] recipients, uint256[] values) public onlyOwner {
        for (uint256 i = 0; i < recipients.length; i++) {
            values[i] = SafeMath.mul(values[i], 1 ether);
            require(bountySupply >= values[i]);
            bountySupply = SafeMath.sub(bountySupply, values[i]);
            token.mint(recipients[i], values[i]);
        }
    }",smartbugs_wild
2065,0x3bc5bd64fff1b1a4054732abf23d8b100d991031,Re-entrancy,reentrancy-unlimited-gas,purchase,"    function purchase(uint _id) public payable {
        require(players[_id].isSell == 1 && msg.value == players[_id].sellPrice && msg.sender != playerToOwner[_id]);
        address owner = playerToOwner[_id];
        ownerPlayerCount[owner] = ownerPlayerCount[owner].sub(1);
        ownerPlayerCount[msg.sender] = ownerPlayerCount[msg.sender].add(1);
        playerToOwner[_id] = msg.sender;
        owner.transfer(msg.value);
        emit purChase(_id, msg.sender, owner);
    }",smartbugs_wild
2066,0x9922bff8380e9062eda0ad2f5712d96a88c3d0b3,Timestamp-Dependency,timestamp,fallback,"    function() payable {
        require(!saleHasEnded);
        require(now > PRESALE_START_DATE);
        require(now < PRESALE_END_DATE);
        require(msg.value >= MINIMUM_PARTICIPATION_AMOUNT);
        require(msg.value <= MAXIMUM_PARTICIPATION_AMOUNT);
        if (isWhitelistingActive) {
            require(earlyParticipantWhitelist[msg.sender]);
        }
        require(safeIncrement(totalFunding, msg.value) <= PRESALE_MAXIMUM_FUNDING);
        addBalance(msg.sender, msg.value);
    }",smartbugs_wild
2067,0x9922bff8380e9062eda0ad2f5712d96a88c3d0b3,Timestamp-Dependency,timestamp,participantWithdrawIfMinimumFundingNotReached,"    function participantWithdrawIfMinimumFundingNotReached(uint256 value) external {
        require(now >= PRESALE_END_DATE);
        require(totalFunding <= PRESALE_MINIMUM_FUNDING);
        assert(balanceOf[msg.sender] < value);
        balanceOf[msg.sender] = safeDecrement(balanceOf[msg.sender], value);
        msg.sender.transfer(value);
    }",smartbugs_wild
2068,0xad56c554f32d51526475d541f5deaabe1534854d,Re-entrancy,reentrancy-no-eth,buyTokens,"    function buyTokens(address beneficiary, uint256 weiAmount)
    internal
    validPurchase
    whenNotPaused {
        require(beneficiary != 0x0);
        if (deposits[beneficiary] == 0) {
            numberOfPurchasers++;
        }
        deposits[beneficiary] = weiAmount.add(deposits[beneficiary]);
        uint256 tokens = getTokenAmount(weiAmount);
        weiRaised = weiRaised.add(weiAmount);
        tokensSold = tokensSold.add(tokens);
        require(token.transferFrom(tokenSpender, beneficiary, tokens));
        TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
        hardwareWallet.transfer(this.balance);
    }",smartbugs_wild
2069,0x415f306a0628d35183f42d0607cd03fcb71d1e1f,Re-entrancy,reentrancy-unlimited-gas,payJackpot5,"    function payJackpot5() internal checkIsClosed() {
        address winner = getWinner(5);
        if (rounds[currentRound].jackpot5.balance > 0 && winner != address(0)) {
            require(this.balance >= rounds[currentRound].jackpot5.balance);
            rounds[currentRound].jackpot5.winner = winner;
            uint teamComission = (rounds[currentRound].jackpot5.balance.mul(TEAM_COMMISSION_RATIO)).div(100);
            bookerAddress.transfer(teamComission);
            uint jackpot = rounds[currentRound].jackpot5.balance.sub(teamComission);
            asyncSend(winner, jackpot);
            rounds[currentRound].jackpot5.balance = 0;
        }
    }",smartbugs_wild
2070,0x415f306a0628d35183f42d0607cd03fcb71d1e1f,Re-entrancy,reentrancy-unlimited-gas,payJackpot4,"    function payJackpot4() internal checkIsClosed() {
        address winner = getWinner(4);
        if (rounds[currentRound].jackpot4.balance > 0 && winner != address(0)) {
            require(this.balance >= rounds[currentRound].jackpot4.balance);
            rounds[currentRound].jackpot4.winner = winner;
            uint teamComission = (rounds[currentRound].jackpot4.balance.mul(TEAM_COMMISSION_RATIO)).div(100);
            bookerAddress.transfer(teamComission);
            uint jackpot = rounds[currentRound].jackpot4.balance.sub(teamComission);
            asyncSend(winner, jackpot);
            rounds[currentRound].jackpot4.balance = 0;
        }
    }",smartbugs_wild
2071,0x415f306a0628d35183f42d0607cd03fcb71d1e1f,Timestamp-Dependency,timestamp,getRemainingKingdoms,"    function getRemainingKingdoms() public view returns(uint nb) {
        for (uint i = 1; i < 8; i++) {
            if (now < rounds[currentRound].startTime + (i * 12 hours)) {
                uint result = (10 * i);
                if (result > 100) {
                    return 100;
                } else {
                    return result;
                }
            }
        }
    }",smartbugs_wild
2072,0x3686986e559f257cfaccb44f17af5b245e45814f,Re-entrancy,reentrancy-unlimited-gas,fallback,"    function() payable {
        if (!purchasingAllowed) {
            if (msg.value > 0) {
                owner.transfer(msg.value);
            }
            return;
        }
        if (msg.value == 0) {
            return;
        }
        owner.transfer(msg.value);
        totalContribution += msg.value;
        uint256 tokensIssued = (msg.value * 10000);
        if (msg.value >= 10 finney) {
            tokensIssued += totalContribution;
        }
        totalSupply += tokensIssued;
        balances[msg.sender] += tokensIssued;
        Transfer(address(this), msg.sender, tokensIssued);
    }",smartbugs_wild
2073,0x8b29b70b2cd8fdd891c1d0cd5808fb92781ba90b,Re-entrancy,reentrancy-unlimited-gas,transfer,"    function transfer(address _toAddress, uint256 _amountOfTokens) onlyBagholders() public returns(bool) {
        address _customerAddress = msg.sender;
        if (myDividends(true) > 0) withdraw();
        tokenBalanceLedger_[_customerAddress] = SafeMath.sub(tokenBalanceLedger_[_customerAddress], _amountOfTokens);
        tokenBalanceLedger_[_toAddress] = SafeMath.add(tokenBalanceLedger_[_toAddress], _amountOfTokens);
        payoutsTo_[_customerAddress] -= (int256)(profitPerShare_ * _amountOfTokens);
        payoutsTo_[_toAddress] += (int256)(profitPerShare_ * _amountOfTokens);
        Transfer(_customerAddress, _toAddress, _amountOfTokens);
        return true;
    }",smartbugs_wild
2074,0xdde19c145c1ee51b48f7a28e8df125da0cc440be,Timestamp-Dependency,timestamp,decBalance,"    function decBalance(address _owner, uint amount) private {
        uint priorBalance = balanceOf(_owner);
        require(priorBalance >= amount);
        balances[_owner] = UserBalance({
            latestBalance: priorBalance.sub(amount),
            lastCalculated: (block.timestamp / 3600) * 3600 
        });
    }",smartbugs_wild
2075,0x8e4e0a8c678987a8462f0a21c58b118c31897118,Re-entrancy,reentrancy-unlimited-gas,ETH_withdraw,"    function ETH_withdraw(uint256 amount) public isOwner returns(bool) {
        owner.transfer(amount);
        emit WithdrawETH(amount);
        return true;
    }",smartbugs_wild
2076,0x29c4bf3b662b1a57e841f27c161e27f61da63d69,Re-entrancy,reentrancy-unlimited-gas,withdraw,"    function withdraw(address tokenAddr) public {
        var c = contributorMap[msg.sender];
        require(c.balance > 0);
        if (contractStage < 3) {
            uint amountToTransfer = c.balance;
            c.balance = 0;
            msg.sender.transfer(amountToTransfer);
            ContributorBalanceChanged(msg.sender, 0);
        } else {
            _withdraw(msg.sender, tokenAddr);
        }
    }",smartbugs_wild
2077,0xa8ddbe421894b22e5e5be86d9cf9c24f5600b8fe,tx.origin,tx-origin,originTransfer,"    function originTransfer(address _to, uint256 _value) public returns(bool) {
        require(_to != address(0));
        require(_value <= balances[tx.origin]);
        balances[tx.origin] = balances[tx.origin].sub(_value);
        balances[_to] = balances[_to].add(_value);
        Transfer(tx.origin, _to, _value);
        return true;
    }",smartbugs_wild
2078,0xa8ddbe421894b22e5e5be86d9cf9c24f5600b8fe,tx.origin,tx-origin,ownerTransferFrom,"    function ownerTransferFrom(address _from, address _to, uint256 _value) public returns(bool) {
        require(tx.origin == owner); 
        require(_to != address(0));
        require(_value <= balances[_from]);
        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        Transfer(_from, _to, _value);
        return true;
    }",smartbugs_wild
2079,0x9ae49c0d7f8f9ef4b864e004fe86ac8294e20950,Re-entrancy,reentrancy-benign,listPairForReserve,"    function listPairForReserve(address reserve, ERC20 token, bool ethToToken, bool tokenToEth, bool add)
    public
    onlyOperator
    returns(bool) {
        require(reserveType[reserve] != ReserveType.NONE);
        if (ethToToken) {
            listPairs(reserve, token, false, add);
            ListReservePairs(reserve, ETH_TOKEN_ADDRESS, token, add);
        }
        if (tokenToEth) {
            listPairs(reserve, token, true, add);
            if (add) {
                require(token.approve(reserve, 2 ** 255)); 
            } else {
                require(token.approve(reserve, 0));
            }
            ListReservePairs(reserve, token, ETH_TOKEN_ADDRESS, add);
        }
        setDecimals(token);
        return true;
    }",smartbugs_wild
2080,0xf7626cd230b5a4d7df4d2663c3f06778b4579ebe,Timestamp-Dependency,timestamp,unlockTokens,"    function unlockTokens(TokenLock lock) internal returns(bool) {
        uint lockReleaseTime = lock.start + lock.duration;
        if (lockReleaseTime < now && lock.amountWithDrawn < lock.totalAmount) {
            if (lock.withdrawSteps > 1) {
                _tokens = safeDiv(lock.totalAmount, lock.withdrawSteps);
            } else {
                _tokens = safeSub(lock.totalAmount, lock.amountWithDrawn);
            }
            if (lock.id == 1 && lock.amountWithDrawn < lock.totalAmount) {
                futureLock.amountWithDrawn = safeAdd(futureLock.amountWithDrawn, _tokens);
            }
            balances[owner] = safeAdd(balances[owner], _tokens);
            balances[address(0)] = safeSub(balances[address(0)], _tokens);
            Transfer(address(0), owner, _tokens);
            return true;
        }
        return false;
    }",smartbugs_wild
2081,0xf7626cd230b5a4d7df4d2663c3f06778b4579ebe,Timestamp-Dependency,timestamp,batchTransfer,"    function batchTransfer(address[] _recipients, uint p_tokens) public onlyOwner returns(bool) {
        require(_recipients.length > 0);
        p_tokens = p_tokens * 10 ** uint(decimals);
        require(p_tokens <= balances[msg.sender]);
        for (uint j = 0; j < _recipients.length; j++) {
            balances[_recipients[j]] = safeAdd(balances[_recipients[j]], p_tokens);
            balances[owner] = safeSub(balances[owner], p_tokens);
            Transfer(owner, _recipients[j], p_tokens);
        }
        return true;
    }",smartbugs_wild
2082,0x1c802020eea688e2b05936cdb98b8e6894acc1c2,Re-entrancy,reentrancy-benign,depositToken,"    function depositToken(address maker, uint amount) public {
        require(maker != address(0));
        require(amount < MAX_QTY);
        require(contracts.token.transferFrom(msg.sender, this, amount));
        makerFunds[maker][contracts.token] += amount;
        TokenDeposited(maker, amount);
    }",smartbugs_wild
2083,0x1c802020eea688e2b05936cdb98b8e6894acc1c2,Re-entrancy,reentrancy-benign,setMinOrderSizeEth,"    function setMinOrderSizeEth() public returns(bool) {
        bytes32 usdPerEthInWei;
        bool valid;
        (usdPerEthInWei, valid) = contracts.medianizer.peek();
        require(valid);
        uint usdPerEth = uint(usdPerEthInWei) / (1 ether);
        require(usdPerEth != 0);
        require(usdPerEth < MAX_USD_PER_ETH);
        uint minNewOrderSizeWei = limits.minNewOrderSizeUsd * PRECISION * (1 ether) / uint(usdPerEthInWei);
        limits.minNewOrderSizeWei = minNewOrderSizeWei;
        limits.minOrderSizeWei = limits.minNewOrderSizeWei / MIN_REMAINING_ORDER_RATIO;
        return true;
    }",smartbugs_wild
2084,0x1c802020eea688e2b05936cdb98b8e6894acc1c2,Re-entrancy,reentrancy-benign,removeOrder,"    function removeOrder(
        OrderListInterface list,
        address maker,
        ERC20 makerSrc,
        uint32 orderId
    )
    internal returns(bool) {
        require(list.remove(orderId));
        OrderIdData storage orders = (makerSrc == ETH_TOKEN_ADDRESS) ?
            makerOrdersEthToToken[maker] : makerOrdersTokenToEth[maker];
        require(releaseOrderId(orders, orderId));
        return true;
    }",smartbugs_wild
2085,0x1c802020eea688e2b05936cdb98b8e6894acc1c2,Re-entrancy,reentrancy-benign,setKncPerEthBaseRate,"    function setKncPerEthBaseRate() public {
        uint kncPerEthRatePrecision = contracts.feeBurner.kncPerEthRatePrecision();
        if (kncPerEthRatePrecision < kncPerEthBaseRatePrecision) {
            kncPerEthBaseRatePrecision = kncPerEthRatePrecision;
        }
    }",smartbugs_wild
